vtd_2020,vtd_2024,percent_intersection
2403320-012,2403320-006,0.015836582262804426
2403320-097,2403320-002,0.9999999999822854
2403320-018,2403320-018,0.9871055785513593
2403320-011,2403320-011,0.9977385469564436
2403320-021,2403320-021,0.9986298418555333
2403320-008,2403320-008,0.9922160702227354
2403320-019,2403320-019,0.981180523
2403320-019,2403320-009,0.016845779731724672
2403320-005,2403320-005,0.990556773
2403320-001,2403320-001,0.6313063681748239
2403320-001,2403320-022,0.3563323606313489
2403320-001,2403320-005,0.012016733717629435
2403320-010,2403320-010,0.997675195
2403320-013,2403320-012,0.021150653172234947
2403320-013,2403320-013,0.9529563981595287
2403320-013,2403320-006,0.016227008033759392
2403320-098,2403313-021,0.3860799260250486
2403320-098,2403320-011,0.6136437801381034
2403321-006,2403321-006,0.9987346501207037
2403321-017,2403321-017,0.9900931209861906
2403321-003,2403321-003,0.9853756415555163
2403321-007,2403321-007,0.9975912725148699
2403321-008,2403321-008,0.979852601
2403321-014,2403321-005,0.030270117392814523
2403321-014,2403321-014,0.5269925019152435
2403321-014,2403321-021,0.4239680469921109
2403321-014,2403321-004,0.010648881309809398
2403321-015,2403321-015,0.9971392803068294
2403321-004,2403321-004,0.9983515927711968
2403321-005,2403321-005,0.9931780209641222
2403321-011,2403321-011,0.996174414
2403321-099,2403321-005,0.093999397
2403321-099,2403321-015,0.9060006143861673
2403321-012,2403321-020,0.017642235627475054
2403321-012,2403321-012,0.9547092686839608
2403321-012,2403321-017,0.022360511
2403309-014,2403309-014,0.999916264
2403313-025,2403318-003,0.010764651689347418
2403313-025,2403313-025,0.9886286806721021
2403317-013,2403317-010,0.018719551098579736
2403317-013,2403317-019,0.37393621722359527
2403317-013,2403317-013,0.6032151816744673
2403318-016,2403318-016,0.9400365731475053
2403318-016,2403318-006,0.059586629702448546
2403320-017,2403320-017,0.996329239
2403302-099,2403316-001,0.9999991031108666
2403306-098,2403306-007,0.095639375
2403306-098,2403306-027,0.9043606251329663
2403309-012,2403309-012,0.997399355
2403301-006,2403301-006,0.9909691553685235
2403301-002,2403301-002,0.9946404436873059
2403301-003,2403301-003,0.9991966019389616
2403301-001,2403301-001,0.9990942441215028
2403301-005,2403301-007,0.010272525449875653
2403301-005,2403301-005,0.9743591669019507
2403301-004,2403301-004,0.9884844590920694
2403310-006,2403310-006,0.9972323101329339
2403321-097,2403321-008,0.8109189409900293
2403321-097,2403301-002,0.18908105900997074
2403301-007,2403301-007,0.9946055756331617
2403301-008,2403321-010,0.019383506
2403301-008,2403301-008,0.9652488596423463
2403302-010,2403302-010,0.9696725150738238
2403302-010,2403302-008,0.026965336
2403302-006,2403302-006,0.9857183995861839
2403302-009,2403302-009,0.9874156040355521
2403302-004,2403302-004,0.9924264714401307
2403302-002,2403302-002,0.9986860116140532
2403302-005,2403302-005,0.9059125431089088
2403302-005,2403302-011,0.091941723
2403302-007,2403302-007,0.9808437086295453
2403302-007,2403302-001,0.018176130531568465
2403319-002,2403319-002,0.996953238
2403303-006,2403303-006,0.9929228389555397
2403303-005,2403303-005,0.9891533196880155
2403303-003,2403303-003,0.9973576292720345
2403303-008,2403303-008,0.9987763142115452
2403304-001,2403304-002,0.304365342
2403304-001,2403304-001,0.6952766003911374
2403305-004,2403305-004,0.9955454359239035
2403305-001,2403305-001,0.6946894509158287
2403305-001,2403305-013,0.30277535771758507
2403305-005,2403305-005,0.9942075313128705
2403305-007,2403305-007,0.9981991408023495
2403305-006,2403305-006,0.9971977417523965
2403305-011,2403305-011,0.9922300965203162
2403305-002,2403305-002,0.9983548127886304
2403305-010,2403305-010,0.9692828762513762
2403305-010,2403305-013,0.014846841684524577
2403305-009,2403305-009,0.9924341689593429
2403305-008,2403305-014,0.041625781
2403305-008,2403305-008,0.9578551225114407
2403312-011,2403312-011,0.9957761579974311
2403305-003,2403305-004,0.023007083
2403305-003,2403305-003,0.9735343712533115
2403305-012,2403305-012,0.995117766
2403306-027,2403306-027,0.986954577
2403306-027,2403309-003,0.010881937333719395
2403306-005,2403306-005,0.9954013099856844
2403306-016,2403306-016,0.9975406509118042
2403306-010,2403306-010,0.5587535093827133
2403306-010,2403306-031,0.432985613
2403306-024,2403306-024,0.9999748080471915
2403306-003,2403306-015,0.016811579050237342
2403306-003,2403306-003,0.9825600488571159
2403306-015,2403306-015,0.9992238941751015
2403306-012,2403306-012,0.9973372597511887
2403306-022,2403306-022,0.9924648985515628
2403306-002,2403306-002,0.9987925208128428
2403309-003,2403309-003,0.9989152054615095
2403307-015,2403307-015,0.9945949507520949
2403307-016,2403307-016,0.9862571052527012
2403307-003,2403307-003,0.99773246
2403320-099,2403313-020,0.3052446770376675
2403320-099,2403320-018,0.6903722033910142
2403321-091,2403321-007,0.9794150929570152
2403321-091,2403321-008,0.018145698158490944
2403321-094,2403319-001,0.9994590014699595
2403302-096,2403316-001,0.8026795576291905
2403302-096,2403302-008,0.19732044237080945
2403321-095,2403319-001,0.9995348138395899
2403307-017,2403307-017,0.9980315061148731
2403307-021,2403307-021,0.9953795779286309
2403307-008,2403307-008,0.9946720391034479
2403307-010,2403307-010,0.9938978046724463
2403313-013,2403313-013,0.9836210046640324
2403313-013,2403313-012,0.011109750567405118
2403307-024,2403307-024,0.9937503179581416
2403309-013,2403309-013,0.9930110537262742
2403309-005,2403309-005,0.9985122255494754
2403309-006,2403309-006,0.9943395006953208
2403309-007,2403309-018,0.032870975
2403309-007,2403309-007,0.9574541906136484
2403309-015,2403309-015,0.9845222788755579
2403309-015,2403309-009,0.013925531424128071
2403310-001,2403310-001,0.9950709120490698
2403310-008,2403310-008,0.9959004337986539
2403310-005,2403310-005,0.9998508378830749
2403310-004,2403310-004,0.995876211
2403310-010,2403310-010,0.9954994461524391
2403311-002,2403311-006,0.1547865513088447
2403311-002,2403311-002,0.842549632
2403311-001,2403311-001,0.9979157698430636
2403312-017,2403312-017,0.9970865772060036
2403312-009,2403312-009,0.9975672561507282
2403312-002,2403312-019,0.012364071
2403312-002,2403312-002,0.9857277793627034
2403312-018,2403312-018,0.9923321025303736
2403312-014,2403312-014,0.9793764982366517
2403312-014,2403312-010,0.019881837266669426
2403312-008,2403312-008,0.9983050613005428
2403313-007,2403313-007,0.9943701174615656
2403313-014,2403313-014,0.7259632133823636
2403313-014,2403313-033,0.26679829627606605
2403313-002,2403313-002,0.9731885409684853
2403313-002,2403302-003,0.020877698
2403313-016,2403313-016,0.9977018921541032
2403313-015,2403313-015,0.32386916464205034
2403313-015,2403313-034,0.6748194543752263
2403313-021,2403320-016,0.017966721
2403313-021,2403313-021,0.9784915989646571
2403313-005,2403313-005,0.9943316366433288
2403313-099,2403313-003,0.12816808177665173
2403313-099,2403313-007,0.8716920090734888
2403313-008,2403313-008,0.33600073841172057
2403313-008,2403313-028,0.6496377166847717
2403314-012,2403314-012,0.8260221261139198
2403314-012,2403314-025,0.17233272684995318
2403314-009,2403314-009,0.9201798606779498
2403314-009,2403314-023,0.073767025
2403314-003,2403314-003,0.8468850714399101
2403314-003,2403314-022,0.15162808685836696
2403314-007,2403314-007,0.9941790117831626
2403314-001,2403314-019,0.1946550039017093
2403314-001,2403314-018,0.16175679142539906
2403314-001,2403314-020,0.013191906417446721
2403314-001,2403314-001,0.6279007635313085
2403315-004,2403315-004,0.9976374270684377
2403315-002,2403315-002,0.9241164367579751
2403315-002,2403315-007,0.069104391
2403315-003,2403315-003,0.9991937789033242
2403316-003,2403316-003,0.993962156
2403316-001,2403316-001,0.9725453951340572
2403316-001,2403319-001,0.013214291439281657
2403316-001,2403316-005,0.012403323308713866
2403317-011,2403317-011,0.9992216743952522
2403317-005,2403317-005,0.5606965551087466
2403317-005,2403317-016,0.43287825348111125
2403317-006,2403317-006,0.9961670800956225
2403317-007,2403317-007,0.9923117559344535
2403317-012,2403317-018,0.084215002
2403317-012,2403317-012,0.9141432197946883
2403317-003,2403317-003,0.9987588889738735
2403317-009,2403317-009,0.997314962
2403317-010,2403317-010,0.9872115466937217
2403317-001,2403317-001,0.9958648336248139
2403317-014,2403317-014,0.921544423
2403317-014,2403317-020,0.06101215
2403317-008,2403317-014,0.013137691
2403317-008,2403317-017,0.091963591
2403317-008,2403317-008,0.8807839830404666
2403317-002,2403317-002,0.9952599810194943
2403317-004,2403317-004,0.9892243963494407
2403317-015,2403316-003,0.072508485
2403317-015,2403317-015,0.9237543507496369
2403318-003,2403318-003,0.9981263110249591
2403318-002,2403318-002,0.9950630538598816
2403318-008,2403318-008,0.9894008703745126
2403318-006,2403318-006,0.9935193284157663
2403318-009,2403318-009,0.9925335768145815
2403318-005,2403318-005,0.9918941977884871
2403318-004,2403318-004,0.9984712049340145
2403318-099,2403318-003,0.7900687468341178
2403318-099,2403318-002,0.045687193
2403319-098,2403321-002,0.9999389842368349
2403319-099,2403319-001,0.010268340198760216
2403319-099,2403321-002,0.9897316066559575
2403320-002,2403320-002,0.9828729525787628
2403320-007,2403320-018,0.054726235
2403320-007,2403320-024,0.22921800365591294
2403320-007,2403320-007,0.7160557551513911
2403320-003,2403320-003,0.9243471240604121
2403320-003,2403313-005,0.018041905219803377
2403320-003,2403320-023,0.05143782
2403320-009,2403320-009,0.9751644217826976
2403320-009,2403320-008,0.016148335
2403320-020,2403320-020,0.9949273249619418
2403320-006,2403320-001,0.011959189234114553
2403320-006,2403320-006,0.9877120744721023
2403320-016,2403320-025,0.051538954892281025
2403320-016,2403320-016,0.9355886199319883
2403320-015,2403320-001,0.025488666
2403320-015,2403320-011,0.042119835672121304
2403320-015,2403320-015,0.9298996530492359
2403321-013,2403321-013,0.983233589
2403321-001,2403321-001,0.9877577602724553
2403321-002,2403321-002,0.9909417210879066
2403321-018,2403321-016,0.013490360657553616
2403321-018,2403321-018,0.9820622001587215
2403321-010,2403321-008,0.021035125
2403321-010,2403321-010,0.9769930371691478
2403321-016,2403321-009,0.014611639
2403321-016,2403321-008,0.021822163731656304
2403321-016,2403321-016,0.9635646638897926
2403321-098,2403321-008,1.0000000007598435
2403321-009,2403321-007,0.060851716
2403321-009,2403321-009,0.9381659670755399
2403307-020,2403307-020,0.9985340656709517
2403314-015,2403307-022,0.027549436049802672
2403314-015,2403314-015,0.8369303982793503
2403314-015,2403314-026,0.13523768107727022
2403318-014,2403318-014,0.9998566999788825
2403321-096,2403321-002,0.9998226670548191
2403306-025,2403306-020,0.040638779
2403306-025,2403306-025,0.9581916630965369
2403313-019,2403320-018,0.042798635
2403313-019,2403313-019,0.9478313161124314
2403321-019,2403321-019,0.9871392350411279
2403321-019,2403321-012,0.0111277
2403302-097,2403319-005,0.18083144402898896
2403302-097,2403319-001,0.8171751754518265
2403316-098,2403302-002,0.9969097385725312
2403316-099,2403316-001,0.9874690598482797
2403316-099,2403302-008,0.012530940151720274
2403302-008,2403302-008,0.9935200785451751
2403302-001,2403302-001,0.987716987
2403302-003,2403313-002,0.014131908
2403302-003,2403302-003,0.9788114231645272
2403302-098,2403302-011,0.26417462767424094
2403302-098,2403316-001,0.7213666273590674
2403302-098,2403302-008,0.014456064837074374
2403319-001,2403319-001,0.9937970682710743
2403303-004,2403303-004,0.9981680957824957
2403303-001,2403303-001,0.9993911630756879
2403303-002,2403303-002,0.9950468297753703
2403303-007,2403303-007,0.9977687148026412
2403306-013,2403306-013,0.9913407114038123
2403306-007,2403306-007,0.9974376395498609
2403306-020,2403306-020,0.9968042734563309
2403306-011,2403306-011,0.9971367621972849
2403306-023,2403306-023,0.5235096662632557
2403306-023,2403306-032,0.4721218409432963
2403306-001,2403306-001,0.990598089
2403306-018,2403306-018,0.9952448857814781
2403306-017,2403306-017,0.9914305963757805
2403306-008,2403306-008,0.9929860405082338
2403306-029,2403306-029,0.9886408210898427
2403306-004,2403306-024,0.020402883864006474
2403306-004,2403306-004,0.9711015411647325
2403306-021,2403306-021,0.9930636286875941
2403306-019,2403306-019,0.9899513807129312
2403306-009,2403306-009,0.7893571805231224
2403306-009,2403306-030,0.20012484498860908
2403306-028,2403306-028,0.9868644967554787
2403306-006,2403306-006,0.9920282782552846
2403306-026,2403306-026,0.9999706783187186
2403306-014,2403306-014,0.9992392378066169
2403306-099,2403306-019,0.41657206809850233
2403306-099,2403306-016,0.42746844208002716
2403306-099,2403306-005,0.15501672478493042
2403307-009,2403307-009,0.989914189
2403307-005,2403307-005,0.992264832
2403307-004,2403307-004,0.9977908512119739
2403307-002,2403307-002,0.9920136786192727
2403307-012,2403307-012,0.9941309578274575
2403307-007,2403307-007,0.9911825893315921
2403307-022,2403307-022,0.7687964925792341
2403307-022,2403307-025,0.22642310305061883
2403314-017,2403314-017,0.9964232679750525
2403501-001,2403501-001,0.9999860410803932
2403502-001,2403502-001,0.9999647486945453
2403503-002,2403503-002,0.9999302697768969
2403504-002,2403504-002,0.99849258
2403504-001,2403504-001,0.9999868608730226
2403504-003,2403504-003,0.9999028086103264
2403504-006,2403504-006,0.999995298
2403505-002,2403505-002,0.9999661214086869
2403505-001,2403505-001,0.9999400473310143
2403506-001,2403506-001,0.9999569196950099
2403507-001,2403507-001,0.9999999453726609
2403901-002,2403901-002,0.9923956292346415
2403901-001,2403901-003,0.015847024056862256
2403901-001,2403901-001,0.9820031284020967
2403901-003,2403901-003,0.9999999227467365
2403902-001,2403902-001,0.999999981
2403905-001,2403905-001,0.9999999957502046
2403912-001,2403912-001,0.9999999028441641
2403915-001,2403915-001,0.998544674
2403913-002,2403913-002,0.9999999799943124
2403915-002,2403915-002,0.9966255513898176
2403915-003,2403915-003,0.999999968
2403914-001,2403914-001,1.0000000000687284
2403903-001,2403903-001,0.9999999904693818
2403913-001,2403913-001,0.9999999468009312
2403913-003,2403913-003,0.9999999676382405
2403906-001,2403906-001,0.999999993
2403904-001,2403904-001,0.9999999904229553
2403908-001,2403908-001,0.999999988
2403908-002,2403908-002,0.9999998905737925
2403907-001,2403907-001,1.0000001401842626
2403911-001,2403911-001,0.99999999
2403909-001,2403909-001,0.999999985
2403910-002,2403910-002,1.0000000000909361
2403910-001,2403910-001,1.000000000115082
2403701-001,2403701-001,0.9999999831705567
2403708-011,2403708-008,0.999920572
2403701-002,2403701-002,0.9999999967835721
2403702-002,2403702-001,1.0000000000017972
2403702-001,2403702-001,0.9999905039687628
2403702-003,2403702-001,0.9999999831366737
2403702-004,2403702-001,0.999999933
2403703-003,2403703-003,0.9927864886573974
2403703-005,2403703-004,0.9844974023222658
2403703-005,2403703-002,0.013739421341162605
2403703-002,2403703-002,0.9998570511620396
2403703-004,2403703-002,0.9999869835508426
2403703-001,2403703-007,0.034935678
2403703-001,2403703-001,0.9091738367600853
2403703-001,2403703-002,0.055503520935177506
2403703-006,2403703-005,0.4575292476244155
2403703-006,2403703-004,0.5424706977942387
2403704-001,2403704-001,0.9999999765171645
2403704-002,2403704-001,0.999999983
2403704-003,2403704-001,1.0000000284615915
2403705-003,2403705-001,1.0000000000085665
2403705-001,2403705-001,1.0000000015597985
2403705-002,2403705-001,0.9999999963371611
2403706-004,2403706-002,0.2982050975754197
2403706-004,2403706-001,0.7016112411779802
2403706-002,2403706-002,0.4904946525216415
2403706-002,2403706-001,0.5095053395508212
2403706-003,2403706-003,0.78493135
2403706-003,2403706-004,0.21506862122994058
2403706-001,2403706-001,1.0000000155496593
2403707-001,2403707-001,0.9999999597258609
2403708-001,2403708-001,0.9978591146667944
2403708-012,2403708-009,0.9998425502345406
2403708-006,2403708-006,0.9999999724528753
2403708-004,2403708-004,0.9999999755198814
2403708-003,2403708-003,0.9999999643037794
2403708-007,2403708-007,0.9992552135340237
2403708-005,2403708-005,0.9999999810505034
2403708-009,2403708-001,0.9999999065913266
2403708-002,2403708-002,0.998540972
2403708-008,2403708-005,0.9999998242449469
2403708-010,2403708-007,0.3369338291502621
2403708-010,2403708-003,0.6630661004007448
2403709-001,2403709-001,0.9999999999906918
2404101-001,2404101-001,0.9989744436668345
2404101-005,2404101-005,0.9982434010021596
2404101-002,2404101-002,0.9979028328956251
2404101-003,2404101-003,0.9994047872761564
2404103-001,2404103-001,0.9999086062840568
2404102-003,2404102-003,0.9998354270253765
2404102-001,2404102-001,0.9990473749864509
2404102-002,2404102-002,0.9995466923039039
2404103-003,2404103-003,0.9996891521198623
2404104-001,2404104-001,0.9981298666102512
2404105-001,2404105-001,0.9999841872438967
2404105-002,2404105-002,0.9988525773638282
2404301-001,2404301-000,0.998352161
2404302-001,2404302-001,0.911539372
2404302-001,2404302-002,0.086992444
2404326-004,2404326-001,0.9988777809640526
2404303-004,2404303-002,0.9906671746217715
2404303-002,2404303-002,0.996617826
2404303-003,2404303-002,0.9896114109517355
2404303-001,2404303-001,0.9951856523602501
2404326-001,2404326-001,0.9527252818495936
2404326-001,2404324-001,0.022032914
2404326-001,2404303-002,0.024634489860191393
2404304-001,2404304-000,0.9985257818986477
2404322-001,2404322-001,0.9906045169045705
2404322-002,2404322-002,0.9800653404016625
2404307-001,2404307-001,0.993263131
2404307-002,2404307-002,0.9855773981060343
2404307-002,2404307-001,0.014422696536345044
2404324-001,2404324-001,0.9819124226782346
2404305-001,2404305-000,0.9998926088565229
2404325-002,2404325-002,0.9892339584754201
2404325-004,2404325-003,0.9924281758763679
2404318-001,2404318-001,0.9808477974063413
2404318-001,2404318-003,0.015095847321771116
2404325-001,2404325-001,0.9939100574668339
2404327-001,2404327-001,0.996326877
2404327-002,2404327-002,0.9164379877346587
2404327-002,2404327-003,0.08185255
2404326-002,2404326-002,0.9927873222016643
2404326-003,2404326-002,0.9994538436750782
2404306-002,2404306-000,1
2404306-001,2404306-000,0.9913536120058036
2404308-001,2404308-000,0.9955706537605313
2404323-001,2404323-000,0.9944154688198026
2404309-001,2404309-000,0.9980477458468914
2404310-001,2404310-001,0.9977781220229515
2404310-002,2404310-004,0.15710441370319198
2404310-002,2404310-002,0.8382341627603471
2404312-001,2404312-000,0.9950286578497957
2404310-003,2404322-003,0.021114929240845463
2404310-003,2404318-003,0.020335987911978704
2404310-003,2404310-003,0.24357284180690306
2404310-003,2404310-003,0.7089402188179023
2404310-004,2404310-001,0.9977065403885342
2404310-005,2404310-005,0.7444932407945678
2404310-005,2404318-003,0.25156322470741443
2404313-002,2404313-001,0.8660208287161424
2404313-002,2404313-002,0.13248169915578806
2404313-001,2404313-001,0.9940472738320916
2404314-002,2404314-002,0.99972709
2404314-001,2404314-001,0.9985276977036546
2404311-002,2404311-002,0.9944808203930571
2404311-001,2404311-001,0.9992752973517159
2404315-001,2404315-000,0.9997243604169898
2404317-001,2404317-000,0.9888560931295929
2404320-001,2404320-000,0.9980160060941451
2404316-001,2404316-000,0.9988562209605374
2404318-003,2404318-003,0.9984205791133602
2404318-002,2404322-003,0.017954094736378885
2404318-002,2404318-002,0.9469475001333945
2404318-002,2404318-003,0.030904988208847118
2404321-002,2404321-000,0.9957675737923809
2404321-003,2404321-000,0.9985345914453494
2404321-001,2404321-000,0.9937072740928492
2404318-004,2404322-003,0.061797870051496145
2404318-004,2404318-003,0.9357544905383329
2404319-001,2404319-000,0.996028216
2404501-001,2404501-001,0.9999999592635639
2404501-003,2404501-002,0.020947604618887224
2404501-003,2404501-003,0.9790523968673006
2404501-002,2404501-002,0.9999998885071177
2404502-001,2404502-001,0.9999987109746479
2404504-001,2404504-001,0.9999969007379379
2404504-002,2404504-002,0.9985264147719233
2404504-003,2404504-003,0.9999670574703392
2404505-005,2404505-005,0.8052707121124045
2404505-005,2404505-012,0.19472917832880612
2404505-001,2404505-001,0.9999927633121106
2404505-004,2404505-004,0.9540754686466476
2404505-004,2404505-003,0.020192254
2404505-004,2404505-010,0.025731829236799963
2404505-003,2404505-003,0.9999277583320588
2404505-008,2404505-008,0.9743728631436274
2404505-008,2404505-012,0.025539147418581563
2404505-007,2404505-007,0.9877065715819189
2404505-009,2404505-009,0.9999818002860643
2404505-002,2404505-003,0.42910402951906146
2404505-002,2404505-011,0.4774119496017071
2404505-002,2404505-002,0.093193408
2404505-006,2404505-006,0.9953059356458651
2404506-001,2404506-001,0.9999999661801093
2404507-001,2404507-001,0.9999999738776022
2404508-001,2404508-001,0.9999542678240263
2404508-004,2404508-004,0.9990262556569288
2404508-005,2404508-005,0.9999056404336052
2404508-002,2404508-002,0.701973721
2404508-002,2404508-006,0.2980262513583586
2404508-003,2404508-003,0.9989661719736109
2404509-007,2404509-007,0.9989453307656377
2404509-006,2404509-006,0.9999667749779629
2404509-003,2404509-003,0.9970717392405635
2404509-005,2404509-005,0.9999949571317366
2404509-008,2404509-004,0.9996260972722587
2404509-001,2404509-001,0.9996752892751003
2404509-002,2404509-002,0.9999636716903967
2404509-004,2404509-007,1.000000009403849
2404510-002,2404510-002,0.6220896160001687
2404510-002,2404510-004,0.37238623555083716
2404510-003,2404510-003,0.9922478874631232
2404510-001,2404510-001,0.9999999222957091
2404511-004,2404511-004,0.604245707
2404511-004,2404511-006,0.3957539764030454
2404511-002,2404511-002,0.6069213590236774
2404511-002,2404511-006,0.39307821821918654
2404511-001,2404511-001,0.9999984190799635
2404511-003,2404511-005,0.36146966774496486
2404511-003,2404511-003,0.638197604
2404513-002,2404513-002,0.9999991166769985
2404513-003,2404513-003,0.9992261427272308
2404513-004,2404513-004,0.9992305610028092
2404516-004,2404516-006,0.019406457662779483
2404516-004,2404516-005,0.04213886
2404516-004,2404516-004,0.9384520899745324
2404513-001,2404513-001,0.9748348604808681
2404513-001,2404513-002,0.023847457043689114
2404514-001,2404514-001,0.9843593386229543
2404514-001,2404514-002,0.015640296367407415
2404514-002,2404514-002,0.999971251
2404515-003,2404515-003,0.39804279790735925
2404515-003,2404515-006,0.6019190590316437
2404515-001,2404515-001,0.9998355371977787
2404515-002,2404515-002,0.38262520486191726
2404515-002,2404515-004,0.5717242647989781
2404515-002,2404515-005,0.041010432
2404516-005,2404516-005,0.9646526226752548
2404516-005,2404516-002,0.034647102529982654
2404516-003,2404516-003,0.9945847076736685
2404516-002,2404516-002,0.9999990574709251
2404516-001,2404516-001,0.9948510408705508
2404516-006,2404516-006,0.9958715626728473
2404517-001,2404517-001,0.9999999979025842
2404701-001,2404701-001,0.9937029516598577
2404701-002,2404701-001,0.086988766
2404701-002,2404701-002,0.9130112317431309
2404702-001,2404701-001,0.5753558577009431
2404702-001,2404702-001,0.42464411933878504
2404702-002,2404701-001,0.18494122
2404702-002,2404702-002,0.378370416
2404702-002,2404701-002,0.4345734227103288
2404702-003,2404702-003,0.7192337542876048
2404702-003,2404701-002,0.28075418931968066
2404702-004,2404702-004,0.9583049933106769
2404702-004,2404703-001,0.041694817
2404702-005,2404704-002,0.6457720583415717
2404702-005,2404702-005,0.3533673846800336
2404703-002,2404703-002,0.9999986814617909
2404704-001,2404701-001,0.5661057006576097
2404704-001,2404704-001,0.41346630942936136
2404706-002,2404703-001,0.35585903567920213
2404706-002,2404706-002,0.6324881338321375
2404706-002,2404704-004,0.011527204
2404703-003,2404704-002,0.9999981096271001
2404703-001,2404703-001,0.8956564191017475
2404703-001,2404703-003,0.019612805178990833
2404703-001,2404704-002,0.083988693
2404704-002,2404704-002,0.9994113592799208
2404704-004,2404706-003,0.015785410289298748
2404704-004,2404706-002,0.019222822
2404704-004,2404704-004,0.9649899382384847
2404704-003,2404704-003,0.9997250244285137
2404705-002,2404706-001,0.12381608079599855
2404705-002,2404705-002,0.8761836376824903
2404705-001,2404705-001,0.9999994172317821
2404706-003,2404706-003,0.9999300314134929
2404706-001,2404706-001,0.9997745584472884
2404707-001,2404707-001,1.000000001775531
